season,estuary,disturbance,replicate,id,count,species,latin,action
summer,lqre,grubbed,1,na,29,spca,spergularia canadensis,removed
summer,lqre,grubbed,1,na,1,coco,cotula cornopifolia,removed
summer,lqre,grubbed,1,na,2,sade,salicornia depressa,removed
summer,lqre,grubbed,2,na,68,elpar,eleocharis parvula,removed
summer,lqre,grubbed,2,na,61,spca,spergularia canadensis,removed
summer,lqre,grubbed,2,na,2,coco,cotula cornopifolia,removed
summer,lqre,grubbed,2,na,1,glma,glaux maritima,removed
summer,lqre,grubbed,3,na,65,elpar,eleocharis parvula,removed
summer,lqre,grubbed,3,na,56,spca,spergularia canadensis,removed
summer,lqre,grubbed,3,na,2,agsp,agrostis stolonifera,removed
summer,lqre,grubbed,3,na,1,sade,salicornia depressa,removed
summer,lqre,grubbed,4,na,80,elpar,eleocharis parvula,removed
summer,lqre,grubbed,4,na,48,spca,spergularia canadensis,removed
summer,lqre,grubbed,4,na,2,coco,cotula cornopifolia,removed
summer,lqre,grubbed,5,na,1,agsp,agrostis stolonifera,removed
summer,lqre,grubbed,5,na,65,elpar,eleocharis parvula,removed
summer,lqre,grubbed,5,na,54,spca,spergularia canadensis,removed
summer,lqre,grubbed,6,na,42,elpar,eleocharis parvula,removed
summer,lqre,grubbed,6,na,48,spca,spergularia canadensis,removed
summer,lqre,grubbed,5,5a,1,isce,isolepis cernua,"to 4"" Apr. 23; ID confirmed May 7"
summer,lqre,grubbed,6,6a,1,juba,juncus balticus,"to 4"" Apr. 23"
summer,lqre,grubbed,7,na,57,elpar,eleocharis parvula,removed
summer,lqre,grubbed,7,na,37,spca,spergularia canadensis,removed
summer,lqre,grubbed,7,7a-7b,2,juba,juncus balticus,"to 4"" Apr. 23"
summer,lqre,grubbed,7,7c,1,isce,isolepis cernua,"to 4"" Apr. 23; ID confirmed May 7"
summer,lqre,grubbed,8,na,4,elpar,eleocharis parvula,removed
summer,lqre,grubbed,8,na,53,spca,spergularia canadensis,removed
summer,lqre,grubbed,8,na,1,sade,salicornia depressa,removed
summer,lqre,grubbed,8,8a-8b,2,juba,juncus balticus,"to 4"" Apr. 23"
summer,lqre,excl10,1,na,7,agsp,agrostis stolonifera,removed
summer,lqre,excl10,2,na,4,agsp,agrostis stolonifera,removed
summer,lqre,excl10,2,"2a, 2b, 2d",3,juba,juncus balticus,"to 4"" Apr. 23"
summer,lqre,excl10,2,2c,1,trma,triglochin maritima,"to 4"" Apr. 23; Triglochin maritima? "
summer,lqre,excl10,2,na,1,glma,glaux maritima,removed
summer,lqre,excl10,3,na,9,agsp,agrostis stolonifera,removed
summer,lqre,excl10,3,3a-3d,4,juba,juncus balticus,"to 4"" Apr. 23"
summer,lqre,excl10,4,na,5,agsp,agrostis stolonifera,removed
summer,lqre,excl10,4,4a-4b,2,juba,juncus balticus,"to 4"" Apr. 23; broke 1 pl. "
summer,lqre,excl10,4,4c,1,trma,triglochin maritima,"to 4"" Apr. 23; Triglochin maritima? "
summer,lqre,excl10,4,na,1,glma,glaux maritima,removed
summer,lqre,excl10,4,na,1,coco,cotula cornopifolia,removed
summer,lqre,excl10,5,na,1,agsp,agrostis stolonifera,removed
summer,lqre,excl10,5,5a-5c,3,juba,juncus balticus,"to 4"" Apr. 23"
summer,lqre,excl10,6,na,1,agsp,agrostis stolonifera,removed
summer,lqre,excl10,6,na,1,glma,glaux maritima,removed
summer,lqre,excl10,6,6a-6e,5,juba,juncus balticus,"to 4"" Apr. 23"
summer,lqre,excl10,7,na,2,agsp,agrostis stolonifera,removed
summer,lqre,excl10,7,7a-7e,5,juba,juncus balticus,"to 4"" Apr. 23"
summer,lqre,excl10,8,na,4,agsp,agrostis stolonifera,removed
summer,lqre,excl10,8,na,1,spca,spergularia canadensis,removed
summer,lqre,excl10,8,8a-8d,4,juba,juncus balticus,"to 4"" Apr. 23"
spring,lqre,reference,1,na,5,agsp,agrostis stolonifera,removed
spring,lqre,reference,1,na,1,spca,spergularia canadensis,removed
spring,lqre,reference,1,1a-1e,5,juba,juncus balticus,to 38P May 8
spring,lqre,reference,2,na,1,coco,cotula cornopifolia,removed
spring,lqre,reference,2,na,1,spca,spergularia canadensis,removed
spring,lqre,reference,2,na; 2b,2,agsp,agrostis stolonifera,removed
spring,lqre,reference,2,2a,1,juba,juncus balticus,to 38P May 8
spring,lqre,reference,3,na,5,agsp,agrostis stolonifera,removed
spring,lqre,reference,3,3a,1,juba,juncus balticus,to 38P May 8
spring,lqre,reference,3,na,1,coco,cotula cornopifolia,removed
spring,lqre,reference,4,na,8,agsp,agrostis stolonifera,removed
spring,lqre,reference,4,na,1,spca,spergularia canadensis,removed
spring,lqre,reference,4,4a-4b,2,juba,juncus balticus,to 38P May 8
spring,lqre,reference,5,na,4,agsp,agrostis stolonifera,removed
spring,lqre,reference,5,na,1,caly,carex lyngbyei,removed
spring,lqre,reference,6,na,6,agsp,agrostis stolonifera,removed
spring,lqre,reference,6,6a-6b,2,juba,juncus balticus,to 38P May 8
spring,lqre,reference,7,na,4,agsp,agrostis stolonifera,removed
spring,lqre,reference,7,na,1,coco,cotula cornopifolia,removed
spring,lqre,reference,7,na,1,sysu,symphotrichium subspicatum,
spring,lqre,reference,7,7a,0,na,na,to 38P May 8; died by May 23
spring,lqre,reference,7,7b,0,na,na,to 38P May 8; died by May 23
spring,lqre,reference,8,na,2,agsp,agrostis stolonifera,removed
spring,lqre,reference,8,na,1,coco,cotula cornopifolia,removed
spring,lqre,reference,8,8a-8b,2,juba,juncus balticus,to 38P May 8
spring,lqre,grubbed,1,na,99,elpar,eleocharis parvula,removed
spring,lqre,grubbed,1,na,42,spca,spergularia canadensis,removed
spring,lqre,grubbed,1,na,2,coco,cotula cornopifolia,removed
spring,lqre,grubbed,1,1a,1,juba,juncus balticus,to 38P May 8
spring,lqre,grubbed,2,na,60,elpar,eleocharis parvula,removed
spring,lqre,grubbed,2,na,63,spca,spergularia canadensis,removed
spring,lqre,grubbed,2,na,1,coco,cotula cornopifolia,removed
spring,lqre,grubbed,3,na,57,elpar,eleocharis parvula,removed
spring,lqre,grubbed,3,na,1,agsp,agrostis stolonifera,removed
spring,lqre,grubbed,3,na,2,coco,cotula cornopifolia,removed
spring,lqre,grubbed,3,na,46,spca,spergularia canadensis,removed
spring,lqre,grubbed,3,3a,1,juba,juncus balticus,to 38P May 8
spring,lqre,grubbed,3,na,1,glma,glaux maritima,removed
spring,lqre,grubbed,3,na,1,sade,salicornia depressa,removed
spring,lqre,grubbed,4,na,58,elpar,eleocharis parvula,removed
spring,lqre,grubbed,4,na,2,coco,cotula cornopifolia,removed
spring,lqre,grubbed,4,na,43,spca,spergularia canadensis,removed
spring,lqre,grubbed,4,na,1,agsp,agrostis stolonifera,removed
spring,lqre,grubbed,4,na,2,sade,salicornia depressa,removed
spring,lqre,grubbed,4,4a,1,juba,juncus balticus,to 38P May 8
spring,lqre,grubbed,5,na,51,elpar,eleocharis parvula,removed
spring,lqre,grubbed,5,na,55,spca,spergularia canadensis,removed
spring,lqre,grubbed,5,5a,1,juba,juncus balticus,to 38P May 8
spring,lqre,grubbed,5,na,1,agsp,agrostis stolonifera,removed
spring,lqre,grubbed,6,na,63,elpar,eleocharis parvula,removed
spring,lqre,grubbed,6,na,45,spca,spergularia canadensis,removed
spring,lqre,grubbed,6,na,1,agsp,agrostis stolonifera,removed
spring,lqre,grubbed,7,na,69,elpar,eleocharis parvula,removed
spring,lqre,grubbed,7,na,35,spca,spergularia canadensis,removed
spring,lqre,grubbed,7,na,1,coco,cotula cornopifolia,removed
spring,lqre,grubbed,7,na,1,sade,salicornia depressa,removed
spring,lqre,grubbed,7,na,1,agsp,agrostis stolonifera,removed
spring,lqre,grubbed,7,7a,1,juba,juncus balticus,to 38P May 8
spring,lqre,grubbed,8,na,87,elpar,eleocharis parvula,removed
spring,lqre,grubbed,8,na,45,spca,spergularia canadensis,removed
spring,lqre,grubbed,8,na,1,coco,cotula cornopifolia,removed
spring,lqre,grubbed,8,8a,1,isce,isolepis cernua,to 38P May 8
spring,lqre,excl10,1,na,7,agsp,agrostis stolonifera,removed
spring,lqre,excl10,1,1a-1e,5,juba,juncus balticus,to 38P May 8
spring,lqre,excl10,1,na,2,spca,spergularia canadensis,removed
spring,lqre,excl10,2,na,7,agsp,agrostis stolonifera,removed
spring,lqre,excl10,2,na,1,coco,cotula cornopifolia,removed
spring,lqre,excl10,2,2a-2d,4,juba,juncus balticus,to 38P May 8
spring,lqre,excl10,2,na,10,elpar,eleocharis parvula,removed
spring,lqre,excl10,2,na,1,spca,spergularia canadensis,removed
spring,lqre,excl10,3,na,6,agsp,agrostis stolonifera,removed
spring,lqre,excl10,3,na,1,caly,carex lyngbyei,
spring,lqre,excl10,3,3a-3g,7,juba,juncus balticus,to 38P May 8
spring,lqre,excl10,4,na,9,agsp,agrostis stolonifera,removed
spring,lqre,excl10,4,na,4,spca,spergularia canadensis,removed
spring,lqre,excl10,4,na,1,caly,carex lyngbyei,
spring,lqre,excl10,4,na,2,elpar,eleocharis parvula,removed
spring,lqre,excl10,4,4a-4e,5,juba,juncus balticus,to 38P May 8
spring,lqre,excl10,5,na,1,coco,cotula cornopifolia,removed
spring,lqre,excl10,5,na,2,agsp,agrostis stolonifera,removed
spring,lqre,excl10,5,na,11,elpar,eleocharis parvula,removed
spring,lqre,excl10,5,5a-5d,4,juba,juncus balticus,to 38P May 8
spring,lqre,excl10,5,na,3,spca,spergularia canadensis,removed
spring,lqre,excl10,6,na,8,agsp,agrostis stolonifera,removed
spring,lqre,excl10,6,na,2,spca,spergularia canadensis,removed
spring,lqre,excl10,6,na,12,elpar,eleocharis parvula,removed
spring,lqre,excl10,6,6a-6e,5,juba,juncus balticus,to 38P May 8
spring,lqre,excl10,7,na,8,agsp,agrostis stolonifera,removed
spring,lqre,excl10,7,7a-7e,5,juba,juncus balticus,to 38P May 8
spring,lqre,excl10,7,na,1,spca,spergularia canadensis,removed
spring,lqre,excl10,8,na,4,agsp,agrostis stolonifera,removed
spring,lqre,excl10,8,"8a-8c, 8e",4,juba,juncus balticus,to 38P May 8
spring,lqre,excl10,8,8d,0,na,na,to 38P May 8; very small; died by May 23
spring,lqre,excl10,8,na,1,spca,spergularia canadensis,removed
spring,nre,grubbed,1,na,62,elpar,eleocharis parvula,removed
spring,nre,grubbed,1,na,11,spca,spergularia canadensis,removed
spring,nre,grubbed,1,1a-1c,3,jubu,juncus bufonius,to 38P May 8
spring,nre,grubbed,2,na,19,spca,spergularia canadensis,removed
spring,nre,grubbed,2,na,84,elpar,eleocharis parvula,removed
spring,nre,grubbed,2,2a,1,jubu,juncus bufonius,to 38P May 8
spring,nre,grubbed,3,na,66,elpar,eleocharis parvula,removed
spring,nre,grubbed,3,na,13,spca,spergularia canadensis,removed
spring,nre,grubbed,4,na,7,spca,spergularia canadensis,removed
spring,nre,grubbed,4,na,20,elpar,eleocharis parvula,removed
spring,nre,grubbed,5,na,5,spca,spergularia canadensis,removed
spring,nre,grubbed,5,na,92,elpar,eleocharis parvula,removed
spring,nre,grubbed,5,5a,1,jubu,juncus bufonius,to 38P May 8
spring,nre,grubbed,5,5b,1,juba,juncus balticus,to 38P May 8
spring,nre,grubbed,6,na,16,spca,spergularia canadensis,removed
spring,nre,grubbed,6,na,42,elpar,eleocharis parvula,removed
spring,nre,grubbed,7,na,8,spca,spergularia canadensis,removed
spring,nre,grubbed,7,na,90,elpar,eleocharis parvula,removed
spring,nre,grubbed,7,7a-7b,2,jubu,juncus bufonius,to 38P May 8
spring,nre,grubbed,8,na,8,spca,spergularia canadensis,removed
spring,nre,grubbed,8,na,85,elpar,eleocharis parvula,removed
spring,nre,grubbed,8,8a,1,jubu,juncus bufonius,to 38P May 8
spring,nre,grubbed,8,8b,1,epci,epilobium ciliatum,to 38P May 8
spring,nre,excl1,1,na,37,spca,spergularia canadensis,removed
spring,nre,excl1,1,na,62,elpar,eleocharis parvula,removed
spring,nre,excl1,1,1a,1,juba,juncus balticus,to 38P May 8
spring,nre,excl1,2,na,37,spca,spergularia canadensis,removed
spring,nre,excl1,2,na,44,elpar,eleocharis parvula,removed
spring,nre,excl1,3,na,29,spca,spergularia canadensis,removed
spring,nre,excl1,3,na,72,elpar,eleocharis parvula,removed
spring,nre,excl1,4,na,52,spca,spergularia canadensis,removed
spring,nre,excl1,4,na,56,elpar,eleocharis parvula,removed
spring,nre,excl1,5,na,34,spca,spergularia canadensis,removed
spring,nre,excl1,5,na,66,elpar,eleocharis parvula,removed
spring,nre,excl1,5,na,1,sade,salicornia depressa,removed
spring,nre,excl1,5,5a,1,juba,juncus balticus,to 38P May 8
spring,nre,excl1,6,na,31,spca,spergularia canadensis,removed
spring,nre,excl1,6,na,60,elpar,eleocharis parvula,removed
spring,nre,excl1,7,na,48,spca,spergularia canadensis,removed
spring,nre,excl1,7,na,36,elpar,eleocharis parvula,removed
spring,nre,excl1,7,7a,1,jubu,juncus bufonius,to 38P May 8
spring,nre,excl1,8,na,35,spca,spergularia canadensis,removed
spring,nre,excl1,8,na,99,elpar,eleocharis parvula,removed
spring,nre,reference,1,na,5,agsp,agrostis stolonifera,removed
spring,nre,reference,1,na,10,elpar,eleocharis parvula,removed
spring,nre,reference,2,na,4,agsp,agrostis stolonifera,removed
spring,nre,reference,2,2a,1,juba,juncus balticus,to 38P May 8
spring,nre,reference,3,3a-3c,3,agsp,agrostis stolonifera,3a-3c - confirm ID
spring,nre,reference,3,3d-3e,2,juba,juncus balticus,to 38P May 8
spring,nre,reference,3,3f,0,na,na,to 38P May 8; died by May 23
spring,nre,reference,4,na,6,agsp,agrostis stolonifera,removed
spring,nre,reference,4,4a-4c,3,juba,juncus balticus,to 38P May 8
spring,nre,reference,4,4d,1,isce,isolepis cernua,to 38P May 8
spring,nre,reference,4,na,1,glma,glaux maritima,removed
spring,nre,reference,5,na,4,agsp,agrostis stolonifera,removed
spring,nre,reference,5,5d,1,oxsp,oxalis sp,to 38P May 8; same as nre ref 3f
spring,nre,reference,5,na,1,coco,cotula cornopifolia,removed
spring,nre,reference,5,5a,1,juar,juncus articulatus,to 38P May 8
spring,nre,reference,5,5b-5c,2,juba,juncus balticus,to 38P May 8
spring,nre,reference,6,na,4,agsp,agrostis stolonifera,removed
spring,nre,reference,6,6c-6d,2,juba,juncus balticus,to 38P May 8
spring,nre,reference,6,6a,1,forb1,forb1,to 38P May 8; same as nre ref 3f
spring,nre,reference,6,6b,1,forb2,forb2,to 38P May 8
spring,nre,reference,6,na,1,spca,spergularia canadensis,removed
spring,nre,reference,7,na,2,agsp,agrostis stolonifera,removed
spring,nre,reference,7,na,17,elpar,eleocharis parvula,removed
spring,nre,reference,7,na,1,coco,cotula cornopifolia,removed
spring,nre,reference,7,7a-7b,2,jubu,juncus bufonius,to 38P May 8
spring,nre,reference,7,7c,1,juba,juncus balticus,to 38P May 8
spring,nre,reference,8,na,4,agsp,agrostis stolonifera,removed
spring,nre,reference,8,"8a, 8c",2,jubu,juncus bufonius,to 38P May 8
spring,nre,reference,8,"8b, 8d",2,juba,juncus balticus,to 38P May 8
spring,nre,reference,8,8e,1,juen,juncus ensifolius,to 38P May 8
spring,ere,reference,1,na,4,agsp,agrostis stolonifera,removed
spring,ere,reference,1,na,42,elpar,eleocharis parvula,removed
spring,ere,reference,1,na,3,sade,salicornia depressa,removed
spring,ere,reference,1,1a,1,juen,juncus ensifolius,to 38P May 8; juox?
spring,ere,reference,1,1b-1c,2,juba,juncus balticus,to 38P May 8
spring,ere,reference,2,na,5,agsp,agrostis stolonifera,removed
spring,ere,reference,2,na,1,sade,salicornia depressa,removed
spring,ere,reference,2,na,46,elpar,eleocharis parvula,removed
spring,ere,reference,2,2a,1,juba,juncus balticus,to 38P May 8
spring,ere,reference,3,na,4,agsp,agrostis stolonifera,removed
spring,ere,reference,3,na,1,spca,spergularia canadensis,removed
spring,ere,reference,3,na,36,elpar,eleocharis parvula,removed
spring,ere,reference,4,na,2,agsp,agrostis stolonifera,removed
spring,ere,reference,4,na,27,elpar,eleocharis parvula,removed
spring,ere,reference,4,na,1,sade,salicornia depressa,removed
spring,ere,reference,4,4a,1,juba,juncus balticus,to 38P May 8
spring,ere,reference,5,na,3,agsp,agrostis stolonifera,removed
spring,ere,reference,5,5a,1,forb2,forb2,to 38P May 8; same as nre ref 6b
spring,ere,reference,5,na,2,sade,salicornia depressa,removed
spring,ere,reference,5,na,46,elpar,eleocharis parvula,removed
spring,ere,reference,6,na,1,agsp,agrostis stolonifera,removed
spring,ere,reference,6,6a,1,juba,juncus balticus,to 38P May 8
spring,ere,reference,6,na,62,elpar,eleocharis parvula,removed
spring,ere,reference,7,na,4,agsp,agrostis stolonifera,removed
spring,ere,reference,7,7a,1,atpa,atriplex patula,to 38P May 8
spring,ere,reference,7,na,1,sade,salicornia depressa,removed
spring,ere,reference,7,na,50,elpar,eleocharis parvula,removed
spring,ere,reference,7,7b,1,juba,juncus balticus,to 38P May 8
spring,ere,reference,8,na,3,agsp,agrostis stolonifera,removed
spring,ere,reference,8,na,3,sade,salicornia depressa,removed
spring,ere,reference,8,na,58,elpar,eleocharis parvula,removed
spring,ere,grubbed,1,1a,1,poasp,poa sp,"to 38P May 8; grass, not agsp"
spring,ere,grubbed,1,na,7,spca,spergularia canadensis,removed
spring,ere,grubbed,1,na,19,sade,salicornia depressa,removed
spring,ere,grubbed,1,na,54,elpar,eleocharis parvula,removed
spring,ere,grubbed,2,na,10,spca,spergularia canadensis,removed
spring,ere,grubbed,2,na,21,sade,salicornia depressa,removed
spring,ere,grubbed,2,na,37,elpar,eleocharis parvula,removed
spring,ere,grubbed,3,na,12,spca,spergularia canadensis,removed
spring,ere,grubbed,3,na,23,sade,salicornia depressa,removed
spring,ere,grubbed,3,na,38,elpar,eleocharis parvula,removed
spring,ere,grubbed,4,na,5,spca,spergularia canadensis,removed
spring,ere,grubbed,4,na,21,sade,salicornia depressa,removed
spring,ere,grubbed,4,na,29,elpar,eleocharis parvula,removed
spring,ere,grubbed,4,4a,1,juba,juncus balticus,to 38P May 8
spring,ere,grubbed,4,4b,1,atpa,atriplex patula,to 38P May 8
spring,ere,grubbed,5,na,5,spca,spergularia canadensis,removed
spring,ere,grubbed,5,na,28,sade,salicornia depressa,removed
spring,ere,grubbed,5,na,33,elpar,eleocharis parvula,removed
spring,ere,grubbed,5,na,1,atpa,atriplex patula,removed
spring,ere,grubbed,6,na,3,spca,spergularia canadensis,removed
spring,ere,grubbed,6,na,14,sade,salicornia depressa,removed
spring,ere,grubbed,6,na,74,elpar,eleocharis parvula,removed
spring,ere,grubbed,7,na,8,spca,spergularia canadensis,removed
spring,ere,grubbed,7,na,26,sade,salicornia depressa,removed
spring,ere,grubbed,7,na,19,elpar,eleocharis parvula,removed
spring,ere,grubbed,8,na,1,coco,cotula cornopifolia,removed
spring,ere,grubbed,8,na,20,spca,spergularia canadensis,removed
spring,ere,grubbed,8,na,15,sade,salicornia depressa,removed
spring,ere,grubbed,8,na,37,elpar,eleocharis parvula,removed
